Producto,Tipo,Volumen,Peso,Retornable,familia_inferida,categoria_logistica,zona_recomendada,prioridad_acceso,requiere_lateral,fragil,pesado,apilable,retorno_dinamico,orden_carga_recomendado,regla_aplicada
0RF1170,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0RF1618,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0RF1629,CAJ,DA02A1,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0RF1697,CAJ,CACB04A1,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0RF1698,CAJ,CB05A3,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0RF1709,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0VE0023,CAJ,ZCG,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0041,CAJ,EA06A3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE00464,CAJ,EA08A2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0093,CAJ,EC03A3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0106,CAJ,EA06B2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0197,CAJ,EC06A2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0198,CAJ,EA07A2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0325,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE0398,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0403,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0448,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE0463,CAJ,EA08A2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0465,CAJ,EA08A1,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0503,CAJ,EC03A3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0504,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE0506,CAJ,EC06A1,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0507,CAJ,EC06A2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0524,CAJ,EC07A3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0530,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE0531,CAJ,EA08B3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0532,CAJ,EC08A1,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0533,CAJ,EA07A2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0542,CAJ,EC07A1,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0543,CAJ,EC07A2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0544,CAJ,EC06A3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0666,CAJ,EA08B1,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0704,CAJ,ZCG,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0945,CAJ,EA08B1,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE0973,CAJ,EA07A3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE1004,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE1040,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE1062,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE1063,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE1064,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE1403,CAJ,EC02B2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE1410,CAJ,EA08A1,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE1419,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE1426,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE1428,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE1429,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE1446,CAJ,ZCG,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE1448,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2132,CAJ,EA0701,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE2133,CAJ,EA01A1,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE2200,CAJ,EA05A2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE2202,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE2267,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE2592,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2594,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2595,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2600,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE2601,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE2606,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2607,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE2621,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2625,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2628,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2629,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2634,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE2636,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE2639,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE2640,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE2643,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2738,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2741,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE2851,CAJ,ZCG,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE2852,CAJ,ZCG,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE2947,,ZCG,,No,Vino,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0VE3233,UN,EC03A1,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE3241,CAJ,EC03B2,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE3248,CAJ,EC03B3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE3263,UN,AA0049,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE3310,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE3311,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE4924,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE4961,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE4962,CAJ,EC03A3,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE5041,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE5073,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE5153,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE5154,UN,ZCG,,No,Vino,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0VE5250,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0VE5251,CAJ,A0DISTRIDA,,No,Vino,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
0ZU0006,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0020,CAJ,DA09A1,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0021,CAJ,DA09A2,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0024,CAJ,DA09A3,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0031,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0032,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0110,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0112,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0127,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0128,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0217,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0218,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0219,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0220,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0221,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0230,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0267,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0268,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0269,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0270,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0271,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0273,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0274,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0276,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0277,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0283,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0287,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0309,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0311,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0405,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0408,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0599,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0734,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0740,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0741,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0742,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0743,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0754,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
0ZU0755,CAJ,ZCG,,No,Refresco/zumo,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
1PLV0003,UN,ZCG,,No,Otro,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
1PLV0011,UN,ZCG,,No,Otro,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
1PLV0013,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV0034,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV0145,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV0179,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV0485,CAJ,ZCG,,No,Otro,Caja estándar,Zona general,Media,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo CAJ => caja estándar
1PLV0754,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV0756,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV0758,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV1120,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV1138,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV1141,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV1156,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV1157,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV1159,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV230,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV635,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV636,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV637,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV971,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV972,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV986,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV994,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
1PLV995,,PLV,,No,Otro,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
3ENV0017,,ENVASE,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
3ENV0021,,ENVASE,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
3ENV0023,,ENVASE,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
3ENV0029,,ENVASE,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
3ENV0033,,ENVASE,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
3ENV0038,,ENVASE,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
3ENV0040,CAJ,ZCG,,No,Agua/envase,Caja bebida pesada,Parte baja / zona estable,Media,No,No,Sí,Sí,No,Cargar abajo para estabilidad,Caja de bebida/agua/refresco => pesada y estable
3ENV0041,,ENVASE,,No,Agua/envase,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
